date,amount,category,description
2024-10-21,-550.20,utilities,Electricity Bill
2024-10-22,-920.80,groceries,Reliance Fresh
2024-10-22,-550.40,utilities,Internet Bill
2024-10-23,-580.70,utilities,Water Bill
2024-10-23,-680.30,transportation,Uber
2024-10-24,-850.60,shopping,Myntra
2024-10-24,-920.30,groceries,Kirana Store
2024-10-25,-950.40,groceries,More Supermarket
2024-10-25,-380.50,transportation,Bus Pass
2024-10-26,-750.60,shopping,Amazon
2024-10-26,-550.60,utilities,Water Bill
2024-10-27,-380.60,transportation,Metro Card
2024-10-27,-199.00,entertainment,Hotstar Premium
2024-10-28,-920.80,groceries,Big Basket
2024-10-28,-680.90,transportation,Fuel
2024-10-29,-199.00,entertainment,YouTube Premium
2024-10-29,-550.40,utilities,Internet Bill
2024-10-30,-850.60,shopping,Flipkart
2024-10-30,-420.20,groceries,Reliance Fresh
2024-10-31,-880.80,dining,Domino's Pizza
2024-10-31,-199.00,entertainment,Spotify Premium
2024-11-01,-12000.00,rent,Monthly Rent
2024-11-01,-1100.50,groceries,DMart
2024-11-01,-650.30,utilities,Electricity Bill
2024-11-02,-199.00,entertainment,Netflix Subscription
2024-11-02,-950.60,shopping,Flipkart
2024-11-03,-580.40,transportation,Auto Fare
2024-11-03,-720.50,utilities,Internet Bill
2024-11-04,-850.20,groceries,Big Bazaar
2024-11-04,-450.00,entertainment,Amazon Prime
2024-11-05,-380.60,dining,Local Restaurant
2024-11-05,-550.80,utilities,Water Bill
2024-11-06,-680.90,groceries,Reliance Fresh
2024-11-06,-199.00,entertainment,Spotify Premium
2024-11-07,-320.50,transportation,Bus Pass
2024-11-07,-920.80,groceries,DMart
2024-11-08,-750.60,shopping,Myntra
2024-11-08,-420.20,groceries,Big Bazaar
2024-11-09,-320.00,dining,Local Restaurant
2024-11-09,-199.00,entertainment,Hotstar Premium
2024-11-10,-750.60,shopping,Flipkart
2024-11-10,-550.60,utilities,Water Bill
2024-11-11,-920.30,groceries,Kirana Store
2024-11-11,-380.50,transportation,Bus Pass
2024-11-12,-680.90,groceries,More Supermarket
2024-11-12,-199.00,entertainment,YouTube Premium
2024-11-13,-550.20,utilities,Electricity Bill
2024-11-13,-750.60,shopping,Myntra
2024-11-14,-850.60,shopping,Amazon
2024-11-14,-420.20,groceries,Big Bazaar
2024-11-15,60525.40,income,Monthly Salary
2024-11-15,-850.60,groceries,Reliance Fresh
2024-11-15,-680.00,utilities,Electricity Bill
2024-11-16,-920.20,groceries,Big Bazaar
2024-11-16,-550.60,transportation,Auto Fare
2024-11-17,-750.60,shopping,Flipkart
2024-11-17,-920.80,groceries,DMart
2024-11-18,-380.50,transportation,Bus Pass
2024-11-18,-199.00,entertainment,Netflix Subscription
2024-11-19,-450.00,entertainment,Amazon Prime
2024-11-19,-680.90,groceries,More Supermarket
2024-11-20,-550.20,utilities,Water Bill
2024-11-20,-420.20,groceries,Reliance Fresh
2024-11-21,-380.60,dining,Local Restaurant
2024-11-21,-750.60,shopping,Myntra
2024-11-22,-320.00,dining,Local Restaurant
2024-11-22,-550.40,utilities,Internet Bill
2024-11-23,-550.80,utilities,Water Bill
2024-11-23,-920.80,groceries,Big Basket
2024-11-24,-380.00,entertainment,YouTube Premium
2024-11-24,-550.40,utilities,Electricity Bill
2024-11-25,-680.90,groceries,Reliance Fresh
2024-11-25,-680.30,transportation,Uber
2024-11-26,-850.60,shopping,Amazon
2024-11-26,-550.60,utilities,Water Bill
2024-11-27,-199.00,entertainment,Spotify Premium
2024-11-27,-420.20,groceries,DMart
2024-11-28,-920.80,groceries,Kirana Store
2024-11-28,-199.00,entertainment,Spotify Premium
2024-11-29,-320.50,transportation,Bus Pass
2024-11-29,-380.50,transportation,Metro Card
2024-11-30,-750.60,shopping,Flipkart
2024-11-30,-550.40,utilities,Electricity Bill
2024-12-01,-12000.00,rent,Monthly Rent
2024-12-01,-1450.75,groceries,Big Bazaar
2024-12-01,-920.40,utilities,Electricity Bill
2024-12-02,-199.00,entertainment,Hotstar Premium
2024-12-02,-1250.60,shopping,Amazon
2024-12-03,-680.30,transportation,Uber
2024-12-03,-750.50,utilities,Internet Bill
2024-12-04,-1050.80,groceries,DMart
2024-12-04,-550.20,dining,KFC
2024-12-05,-450.00,entertainment,Movie Tickets
2024-12-05,-580.70,utilities,Water Bill
2024-12-06,-950.40,groceries,Big Basket
2024-12-06,-380.60,transportation,Metro Card
2024-12-07,-199.00,entertainment,YouTube Premium
2024-12-07,-880.80,dining,Pizza Hut
2024-12-08,-750.60,shopping,Myntra
2024-12-08,-420.20,groceries,Big Bazaar
2024-12-09,-920.80,groceries,DMart
2024-12-09,-380.50,transportation,Auto Fare
2024-12-10,-550.60,utilities,Internet Bill
2024-12-10,-680.90,groceries,Reliance Fresh
2024-12-11,-750.60,shopping,Flipkart
2024-12-11,-320.00,dining,Local Restaurant
2024-12-12,-550.20,utilities,Water Bill
2024-12-12,-199.00,entertainment,YouTube Premium
2024-12-13,-850.60,shopping,Amazon
2024-12-13,-920.30,groceries,Kirana Store
2024-12-14,-680.30,transportation,Fuel
2024-12-14,-550.40,utilities,Electricity Bill
2024-12-15,75037.86,income,Monthly Salary
2024-12-15,-850.60,groceries,Big Basket
2024-12-15,-680.00,utilities,Water Bill
2024-12-16,-1050.80,groceries,DMart
2024-12-16,-550.60,transportation,Metro Card
2024-12-17,-680.90,groceries,More Supermarket
2024-12-17,-380.50,transportation,Bus Pass
2024-12-18,-550.20,dining,KFC
2024-12-18,-420.20,groceries,Big Bazaar
2024-12-19,-750.60,shopping,Flipkart
2024-12-19,-320.00,dining,Local Restaurant
2024-12-20,-450.00,entertainment,Movie Tickets
2024-12-20,-199.00,entertainment,Amazon Prime
2024-12-21,-920.80,groceries,Reliance Fresh
2024-12-21,-550.40,utilities,Internet Bill
2024-12-22,-580.70,utilities,Water Bill
2024-12-22,-680.30,transportation,Fuel
2024-12-23,-850.60,shopping,Amazon
2024-12-23,-920.30,groceries,Kirana Store
2024-12-24,-950.40,groceries,Big Basket
2024-12-24,-380.50,transportation,Bus Pass
2024-12-25,-750.60,shopping,Myntra
2024-12-25,-550.60,utilities,Water Bill
2024-12-26,-380.60,transportation,Metro Card
2024-12-26,-199.00,entertainment,Spotify Premium
2024-12-27,-920.80,groceries,Big Basket
2024-12-27,-680.90,transportation,Uber
2024-12-28,-199.00,entertainment,YouTube Premium
2024-12-28,-550.40,utilities,Electricity Bill
2024-12-29,-850.60,shopping,Flipkart
2024-12-29,-420.20,groceries,Reliance Fresh
2024-12-30,-1080.90,utilities,LPG Cylinder
2024-12-30,-199.00,entertainment,Hotstar Premium
2024-12-31,-880.80,dining,Pizza Hut
2024-12-31,-550.40,utilities,Internet Bill
